FAC_NAME,DISTRICT,FACILITY,PHONE,BOX_NO,FAX,DIST_DHO,TIME,X,Y,CO_ORDINAT,NEAR_FAC,DATE_APPR,ROAD,NO_BED,OCCUP_RATE,DAT_CONSTR,FUNDEDBY,OWNER,POPULATION,NO_OP,NO_BIRTH_,PLAN_DHO,PLAN_MOW,DONATION,PERC_DONA,BUDG_APPRO,BUDG_ACT,COST_ACT,DIFFER_BY,REVENUE,FACODE,OBJECTID,IFDCMAP,LATITUDE,LONGITUDE,BUSI_DESCR,BUSI_NAME,ADDRESS,TA_VILLAGE,EPA,ID_ACC,POINTID
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","273",pnt_934,653200.00000000000,8403714.00000000000,AISAM,Peter_Kanjanga,,Masasa_Trading,Njolomole,"518","518"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","274",pnt_937,670774.00000000000,8331804.00000000000,AISAM,Alan_Kadzani,,Doviko,Tsangano,"519","519"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","275",pnt_939,672910.00000000000,8320727.00000000000,AISAM,S._Kadzakumanja,,,,"520","520"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","276",pnt_940,674108.00000000000,8384922.00000000000,NASFAM,NASFAM,,Ganya,,"521","521"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","277",pnt_943,668774.00000000000,8365914.00000000000,AISAM,Lesta_Masina,,Tsangano,,"522","522"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","278",pnt_944,688946.00000000000,8353309.00000000000,AISAM,Keneth_Majawa,,Champiti,Nsipe,"523","523"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","279",pnt_946,684917.00000000000,8370243.00000000000,AISAM,Said_W._kayendera,,Ganya,Ntcheu,"524","524"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","280",pnt_947,674222.00000000000,8384841.00000000000,AGORA,Agora,,Kandeu,Ganya,"525","525"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","281",pnt_948,686471.00000000000,8384192.00000000000,AISAM,F._Mwatikana,,Kasinje,,"526","526"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","282",pnt_949,697201.00000000000,8351286.00000000000,AISAM,A.Chimbalangondo,,Bawi,Nsipe,"527","527"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","283",pnt_951,691411.00000000000,8352107.00000000000,AISAM,Davie_Buleya,,Champiti,,"528","528"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","284",pnt_954,686219.00000000000,8384293.00000000000,AGORA,Agora,,Sharpe_Vale,,"529","529"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","285",pnt_955,680632.00000000000,8393546.00000000000,AISAM,Gerson_B_Kamtimaleka,Box_11,Kasinje,kasinje,"530","530"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","286",pnt_957,703385.00000000000,8357486.00000000000,AISAM,Zilimbudzi_enterprise,"Box_106,_Bilila",Makwangala,Bilila,"531","531"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","287",pnt_958,691244.00000000000,8379877.00000000000,AISAM,Charles_E_Zulu,"Box_40,_Bwanje",,Sharpe_Vale,"532","532"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","288",pnt_959,686630.00000000000,8385239.00000000000,AISAM,Rose_Jamali,Box_9_bwanje,,Sharpe_Vale,"533","533"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","289",pnt_961,700102.00000000000,8332826.00000000000,AISAM,George_Kachiwala,"Box,44,_balaka",Senzani_Trading,Mwanjawira,"534","534"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","290",pnt_962,691376.00000000000,8353696.00000000000,AISAM,Milward_Buluya,Box_122,Ntheu,Nsipe,"535","535"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","291",pnt_963,699290.00000000000,8340807.00000000000,AISAM,S.S.Alan,,Manjawira,Manjawira,"536","536"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","292",pnt_964,675537.00000000000,8361715.00000000000,AGORA,Agora_Ntcheu_Depot,,Ntheu,Nsipe,"537","537"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","293",pnt_965,688405.00000000000,8355033.00000000000,AGORA,Agora_Nsipe_Depot,,Nsipe,Nsipe,"538","538"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","294",pnt_966,688321.00000000000,8354984.00000000000,NASFAM,NASFAM,,Nsipe,Nsipe,"539","539"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","295",pnt_967,688442.00000000000,8355083.00000000000,AISAM,Boniface_L_Namate,,Nsipe,Nsipe,"540","540"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","296",pnt_969,675031.00000000000,8362306.00000000000,KULIMA_GOLD,KULIMA_GOLD,,,,"541","541"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","297",pnt_970,675868.00000000000,8361543.00000000000,AISAM,Florence_e_Chimphakati,"Box_10,_Ncheu",Kwataine,Nsipe,"542","542"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","298",pnt_971,675138.00000000000,8362170.00000000000,AISAM,Joyce_Chiyendautsiku,"Box_10,_Ncheu",Kwataine,Nsipe,"543","543"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","299",pnt_1041,657570.00000000000,8394880.00000000000,MCCONELL & COMPANY,Lizulu_trading_centre,Lizulu_trading_centre,Chakhumbira,?,"544","544"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","300",pnt_1042,674994.00000000000,8362354.00000000000,CHIPIKU STORES,Ntcheu_Boma,Ntcheu_Boma,,?,"545","545"
,Ntcheu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","301",pnt_1043,675418.00000000000,8361831.00000000000,MCCONELL & COMPANY,Ntcheu_Boma,Ntcheu_Boma,,?,"546","546"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","302",pnt_392,590631.00000000000,8546702.00000000000,AISAM,S.W._Mkwezalamba,"Private_Bag_5,_Malomo,_Ntchisi",Chilowoko,Mbomba,"547","547"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","303",pnt_393,588421.00000000000,8527752.00000000000,AISAM,George_Raban_Kazonga,Poastal_Agency_Kansonga,Malenga,Chipuka,"548","548"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","304",pnt_394,586324.00000000000,8531870.00000000000,AISAM,Lyton_Kasiyamalilo,"Box_120,_Ntchisi",Malenga,Chipuka,"549","549"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","305",pnt_395,586334.00000000000,8531852.00000000000,AISAM,Winson_Jecab,"Chalumbe_School,_Pastal_Agency_Kansonga",Malenga,Chipuka,"550","550"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","306",pnt_396,586301.00000000000,8531944.00000000000,AISAM,Peter_Mafukeni_Chatawa,Pastal_Agency_Kansonga,Malenga,Malomo,"551","551"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","307",pnt_397,590732.00000000000,8546534.00000000000,RAB_PROCESSORS,RAB_PROCESSORS,Ntchisi_Depot,Chilowoko,Mbomba,"552","552"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","308",pnt_398,590705.00000000000,8546608.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Malomo_Depot,_Box_40294_Lilongwe",Chilowoko,Mbomba,"553","553"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","309",pnt_400,590697.00000000000,8546670.00000000000,AISAM,Flavious_Honde,"Box_13,_Malomo",Chilowoko,Mbomba,"554","554"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","310",pnt_401,590697.00000000000,8546644.00000000000,AISAM,Tamandani_Small_Scale_Business_Enterprise_(Joseph_K._Kampanyanga),"Box_14,_Malomo",Chilowoko,Malomo,"555","555"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","311",pnt_402,598337.00000000000,8548012.00000000000,AISAM,Nelson_Gondwe,"Box_31,_Ntchisi",Chilowoko,Malomo,"556","556"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","312",pnt_403,594212.00000000000,8533674.00000000000,AISAM,Aonenji_Trading_(Pearson_Nathan_Banda),"Box_66,_Ntchisi",Chilowoko,Malomo,"557","557"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","313",pnt_404,597006.00000000000,8535752.00000000000,AISAM,Agnes_Gonthi,"Box_113,_Ntchisi",Chilowoko,Chikwatula,"558","558"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","314",pnt_405,599368.00000000000,8523414.00000000000,AISAM,Denis_Gothi,"Box_31,_Mpalo",Kalume,Chikwatula,"559","559"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","315",pnt_406,599584.00000000000,8523678.00000000000,AISAM,Lilian_Banda_(Mrs),"Box_69,_Ntchisi",Kalumwa,Chikwatula,"560","560"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","316",pnt_407,599425.00000000000,8523444.00000000000,AISAM,Harry_Makhukwa,"Box_36,_Ntchisi",Kalumo,Chikwatula,"561","561"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","317",pnt_408,599560.00000000000,8523644.00000000000,AISAM,Aliforce_Kachapira,"Box_59,_Ntchisi",Chikwatula,Chikwatula,"562","562"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","318",pnt_409,599304.00000000000,8523286.00000000000,AISAM,Hilda_Mkwela,"Private_Bag_8,_Chiilowoko",Chilowoko,Chikwatula,"563","563"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","319",pnt_411,610952.00000000000,8508582.00000000000,AISAM,E.S._Chikanga,Postal_Agency_Chinthembwe,Chikho,Kalira,"564","564"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","320",pnt_412,610968.00000000000,8508576.00000000000,AISAM,Sankhani_B._Nkhata,Postal_Agency_Chinthembwe,Chikho,Kalira,"565","565"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","321",pnt_413,591910.00000000000,8509456.00000000000,AISAM,Frackson_Enock,"Box_57,_Mponela",Kalumo,Chipukwa,"566","566"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","322",pnt_415,592252.00000000000,8524266.00000000000,AISAM,Moses_Willson,"Box_19,_Ntchisi",Malenga,Chipukwa,"567","567"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","323",pnt_416,594268.00000000000,8522248.00000000000,AISAM,Masautso,"Box_19,_Ntchisi",Kalumo,Chipukwa,"568","568"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","324",pnt_417,594322.00000000000,8522246.00000000000,AISAM,Harry_Kachisuzi_Yalaka,"Box_139,_Ntchisi",Kalumo,Chipukwa,"569","569"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","325",pnt_418,597999.00000000000,8516196.00000000000,AISAM,I.J.F._Phiri_(Mrs),"Box_38,_Ntchisi",Kalumo,Kalira,"570","570"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","326",pnt_421,599366.00000000000,8523380.00000000000,AISAM,Zakeyo_B._C._Chunga,"Box_34,_Ntchisi",Mdakulenga,Chikwatula,"571","571"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","327",pnt_1143,599579.00000000000,8523634.00000000000,CHIPIKU STORES,CHIPIKU STORES,Ntchisi Boma,,,"572","572"
,Ntchisi,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","328",pnt_1144,599674.00000000000,8523758.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Ntchisi Boma,,,"573","573"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","329",pnt_368,636653.00000000000,8507468.00000000000,AISAM,Mark_Tchulani,Pastal_Agency_Thavite,Mwazama,Khombeza,"574","574"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","330",pnt_369,629470.00000000000,8497888.00000000000,AISAM,M.C._Mangulenje,"Box_207,_Salima",Mwazama,Khombeza,"575","575"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","331",pnt_370,637659.00000000000,8488194.00000000000,AISAM,Feston_F._Chalalo,"Box_1,_Khombeza",Khombeza,Chinguluwo,"576","576"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","332",pnt_373,642081.00000000000,8496928.00000000000,AISAM,M.C._Mkandawire,"Box_30,_Khombeza",Khombeza,Khombeza,"577","577"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","333",pnt_374,649585.00000000000,8503710.00000000000,AISAM,A._Mwamadi,"Box_16,_Khombeza",Khombeza,Khombeza,"578","578"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","334",pnt_376,651959.00000000000,8489602.00000000000,AISAM,B.L._Mpemba,"Box_306,_Salima",Kalonga,Chinguluwe,"579","579"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","335",pnt_377,649621.00000000000,8488630.00000000000,AISAM,P._Chimbiya,"Box_471,_Salima",Kalonga,Chinguluwe,"580","580"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","336",pnt_378,645996.00000000000,8488240.00000000000,AISAM,Jeleki_Robert,"Box_471,_Salima",Kalonga,Chinguluwe,"581","581"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","337",pnt_379,658772.00000000000,8474822.00000000000,AISAM,Abudul_Rashid,"Box_197,_Salima",Maganga,Tembwe,"582","582"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","338",pnt_380,667559.00000000000,8468572.00000000000,AISAM,S.Y._Banda,"Box_93,_Salima",Maganga,Tembwe,"583","583"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","339",pnt_382,657356.00000000000,8475616.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Salima_Depot,_Box_40244,_Lilongwe",Kalonga,Tembwe,"584","584"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","340",pnt_383,657335.00000000000,8475782.00000000000,RAB_PROCESSORS,RAB_PROCESSORS,"Salima_Depot,_Box_30806,_Lilongwe",Kalonga,Tembwe,"585","585"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","341",pnt_384,650057.00000000000,8478472.00000000000,AISAM,H.S._Kamphata,"Box_121,_Salima",Kalonga,Tembwe,"586","586"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","342",pnt_386,658745.00000000000,8460708.00000000000,AISAM,Develias_Kimu_Banda,"Box_29,_Chipoka",Ndindi,Chipoka,"587","587"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","343",pnt_387,663677.00000000000,8452546.00000000000,AISAM,Edith_Chilakolako,"Box_49,_Chipoka",Ndindi,Chipoka,"588","588"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","344",pnt_388,664087.00000000000,8441002.00000000000,AISAM,Davis_Msemo,"Box_305,_Salima",Kambalame,Chipoka,"589","589"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","345",pnt_390,639221.00000000000,8492100.00000000000,AISAM,Tithandizane_Farm_(Hilda_Kathewera),"Box_42,_Chitala,_Salima",Khombeza,Khombeza,"590","590"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","346",pnt_1140,657361.00000000000,8475736.00000000000,CHIPIKU STORES,Salima Shop,Salima boma,,,"591","591"
,Salima,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","347",pnt_1141,657561.00000000000,8475692.00000000000,MCCONELL & COMPANY,Salima Shop,Salima Boma,,,"592","592"
